driver_id,driver_name,join_date,rating,total_rides,earnings
237,Hiran Yohannan,2023-04-04,4.06,296,4327.27
238,Darshit Rege,2023-06-04,3.39,187,3283.34
239,Veer Bhakta,2023-04-29,3.18,151,1776.59
240,Yasmin Sawhney,2023-04-01,4.82,483,1756.11
241,Abram Kant,2023-01-18,3.58,352,3823.66
242,Zoya Choudhary,2023-01-13,3.34,186,3368.34
243,Trisha Bali,2022-11-12,3.42,377,801.82
244,Aarav Chand,2023-06-24,3.58,62,2203.2
245,Urvi Venkataraman,2022-10-08,3.62,326,2477.4
246,Baiju Wali,2023-07-23,3.42,224,4393.67
247,Ranbir Acharya,2023-10-06,3.39,383,1629.45
248,Samarth Dhillon,2022-09-29,4.88,215,3543.45
249,Nitara Saran,2023-05-24,3.76,321,1882.22
250,Mahika D’Alia,2023-01-27,3.42,425,3304.47
251,Shlok Rajagopalan,2022-11-17,4.5,189,1605.79
252,Pranay Ratta,2022-10-18,3.48,159,3028.35
253,Pihu Biswas,2022-12-31,3.12,375,4657.73
254,Mishti Bala,2023-02-06,4.63,375,2962.79
255,Dhruv Din,2023-01-01,3.21,405,4375.08
256,Rania Chandran,2022-07-12,3.61,325,2038.04
257,Jayant Verma,2023-06-18,3.64,343,4440.31
258,Anika Kala,2022-04-12,4.83,426,4853.14
259,Diya Kurian,2023-01-15,5,108,4718.43
260,Ahana  Ganesan,2023-07-07,4.33,55,4670.87
261,Vivaan Mani,2022-10-20,3.39,209,1014.79
262,Alisha Gole,2022-08-30,3.52,293,721.09
263,Hunar Setty,2023-02-06,3.26,290,3152.9
264,Bhamini Gera,2022-09-26,3.83,437,4731.91
265,Shlok Banik,2022-08-22,3.75,367,3180.03
266,Divij Chopra,2023-09-03,4.32,443,2256.9
267,Shayak Saran,2023-04-13,3.77,263,2222.32
268,Siya Bakshi,2023-02-06,3.85,313,2531.43
269,Kiaan Mammen,2023-07-20,3.15,232,2703.41
270,Seher Khurana,2022-12-28,4.6,83,3618.99
271,Priyansh Dhar,2023-01-16,4.7,372,1577.97
272,Miraya Kari,2022-09-09,4.94,246,4203.7
273,Hridaan Wali,2023-11-04,4.02,60,2471.14
274,Mamooty Sandhu,2023-06-05,4.12,238,3463.66
275,Nirvaan Thaker,2023-02-13,4.3,130,3140.69
276,Aradhya Bhargava,2023-01-21,4.44,70,4357.78
277,Adah Sarkar,2022-09-25,4.89,130,3257.92
278,Myra Vohra,2023-05-22,4.54,301,1436
279,Shray Virk,2023-02-23,4.33,313,2945.05
280,Navya Amble,2022-12-15,3.47,180,2052.84
281,Yasmin Sibal,2023-05-20,4.06,140,4244.2
282,Advika Khurana,2022-08-22,3.72,234,4679.51
283,Kartik Gupta,2023-04-26,4.23,419,4917.3
284,Shanaya Dara,2023-02-22,4.5,435,2283.55
285,Ryan Bansal,2023-01-07,4.53,387,773.48
286,Kavya Wason,2023-03-16,3.26,472,1932.89
287,Jiya Guha,2022-08-29,3.88,91,672.88
288,Divit Bava,2023-11-07,4.88,373,1792.24
289,Seher Rattan,2023-02-26,4.51,107,4697.36
290,Myra Gala,2022-09-19,3.48,344,1050.08
291,Kabir Wali,2023-03-18,3.92,61,692.75
292,Azad Kade,2022-11-08,3.6,84,2018.88
293,Dhanush Sheth,2023-07-23,4.72,166,1255.24
294,Kanav Dua,2022-11-14,3.64,137,3443.14
295,Adira Setty,2022-04-12,3.69,286,4332.43
296,Ayesha Sama,2023-07-26,4.39,245,4898.45
297,Umang Bhalla,2023-03-04,4.6,302,1779.28
298,Raunak Datta,2023-07-03,3.85,240,774.93
299,Myra Wason,2022-08-21,4.89,474,2347.21
300,Samar Grewal,2022-10-13,3.3,309,2764.28
301,Parinaaz Kibe,2023-02-01,3.82,238,4805.05
302,Oorja Chowdhury,2023-07-07,3.45,98,1174.28
303,Ela Issac,2023-03-18,3.97,498,2571.97
304,Rasha Dubey,2023-03-15,4.43,265,3366.34
305,Shanaya Karnik,2023-01-07,3.07,429,4003.99
306,Urvi Sharma,2023-07-28,4.86,52,3904.61
307,Mamooty Kar,2023-07-01,3.47,236,1657.45
308,Manjari Taneja,2023-09-02,4.92,414,3616.14
309,Gokul Dyal,2023-07-24,3.69,170,956.61
310,Seher Wali,2023-02-19,4.94,267,685.95
311,Kashvi Buch,2023-04-21,3.38,146,3865.51
312,Kaira Sachar,2022-09-10,4.35,101,1284.49
313,Himmat Sridhar,2023-07-30,3.01,156,2190.75
314,Amira Subramaniam,2023-05-26,4.84,367,3992.88
315,Riaan Chaudhry,2023-03-27,4.9,420,2122.42
316,Mehul Varghese,2023-06-05,4.83,455,4960.23
317,Ela Dube,2022-09-17,4.83,153,1456.32
318,Ranbir Chaudhry,2023-05-24,4.5,287,656.03
319,Shanaya Brahmbhatt,2023-11-07,4.31,67,4580.23
320,Diya Srivastava,2023-07-18,4.31,457,3854.22
321,Bhavin Mangal,2022-08-22,3.38,65,3021.77
322,Prisha Vala,2023-04-07,3.43,435,799.7
323,Pihu Dey,2023-07-28,3.41,156,2817.92
324,Anaya Mani,2022-12-25,4.36,150,4290.95
325,Piya Majumdar,2023-02-22,4.94,389,3498.15
326,Mohanlal Sunder,2023-06-04,3.13,87,1284.95
327,Rania Trivedi,2023-07-15,4,359,1806.91
328,Jivika Sahni,2022-11-25,3.37,483,1561.43
329,Kaira Sarin,2022-09-28,4.43,83,3936.59
330,Ritvik Bassi,2023-03-24,3.32,481,1586.56
331,Purab Sinha,2022-11-23,4.24,117,4733.73
332,Prisha Singhal,2023-08-05,3.59,386,4561.02
333,Stuvan Bhardwaj,2023-06-28,3,109,2017.57
334,Mahika Gera,2022-12-30,4.09,299,4590.25
335,Nirvi Dubey,2022-10-30,4.3,230,1143.76
336,Trisha Deol,2023-01-24,4.8,385,719.81
337,Neelofar Bajwa,2022-06-09,3.25,214,2868.75
338,Ehsaan Warrior,2022-11-18,3.17,391,3784.21
339,Hridaan Srinivas,2023-06-29,4.71,71,4938.17
340,Jayan Buch,2023-05-04,4.14,380,702.69
341,Aaina Wason,2023-02-17,3.34,488,3662.08
342,Tushar Cheema,2022-01-12,3.86,267,1015.99
343,Badal Dube,2022-11-22,3.15,281,3081.16
344,Kiaan Karnik,2022-11-10,3.26,288,2470.43
345,Akarsh Upadhyay,2022-08-09,4.6,161,892.05
346,Zara Jayaraman,2022-07-11,4.97,203,2241.06
347,Yakshit Verma,2023-03-06,3.93,165,4238.28
348,Shaan Barad,2023-01-06,4.43,341,4951.71
349,Mahika Sur,2023-06-13,3.89,104,1660.94
350,Purab Rajagopal,2022-11-26,3.84,390,3901.86
351,Shlok Chada,2023-08-03,3.66,157,3036.27
352,Advika Chhabra,2023-05-25,3.52,390,4287.97
353,Ehsaan Mahajan,2022-12-27,3.13,341,4170.28
354,Ranbir Balakrishnan,2022-07-12,4.01,230,3171.82
355,Vedika Krishna,2022-08-23,4.33,61,2019.01
356,Vardaniya Dayal,2022-10-18,3.33,301,3805.66
357,Zaina Chakrabarti,2023-10-02,3.06,208,834.84
358,Devansh Swamy,2023-01-25,3.83,310,3791.69
359,Alisha Dubey,2022-01-12,3.31,430,800.15
360,Jhanvi Kata,2023-08-06,4.87,155,4450.09
361,Emir Tailor,2022-09-20,4.81,350,2386.24
362,Ishita De,2023-10-01,3.75,211,1868.38
363,Ishita Swaminathan,2023-10-07,3.59,256,840.77
364,Divit Halder,2023-04-06,3.31,407,3428.51
365,Faiyaz Bath,2023-02-13,4.57,111,2149.58
366,Kabir Chaudhary,2023-02-23,4.32,178,2471.56
367,Saira Chandra,2023-06-29,4.82,237,3378.05
368,Vardaniya Tailor,2022-11-09,4.14,57,4797.94
369,Ayesha Kapur,2023-05-15,4.46,183,3278.15
370,Indrans Kanda,2022-10-28,3.53,210,3148.87
371,Ayesha Johal,2023-06-27,4.95,125,4571.57
372,Aarav Bedi,2023-07-06,3.74,311,1743.43
373,Mehul Ahluwalia,2022-01-12,4.11,401,2297.25
374,Vidur Varkey,2023-12-03,3.96,325,4401.69
375,Inaaya  Mannan,2023-07-07,3.62,491,1467.53
376,Hrishita Aggarwal,2023-01-05,3.82,251,4489.29
377,Kaira Soni,2022-11-10,4.73,483,2667.2
378,Jayan Tata,2022-04-09,3.52,412,673.03
379,Anvi Bali,2023-11-05,3.75,402,4128.86
380,Saksham Buch,2022-10-23,3.97,80,1191.42
381,Indrans Rege,2023-05-30,4.39,107,1448.56
382,Mannat Badal,2022-09-29,3.84,195,1426.8
383,Biju Sandal,2022-10-28,4.14,452,851.18
384,Arnav Rajan,2023-05-13,4.63,293,3173.86
385,Stuvan Sharaf,2022-11-21,4.62,169,3727.4
386,Rohan Kashyap,2023-01-23,3,206,3322.93
387,Eva Kamdar,2023-03-08,4.06,224,1094.26
388,Umang Tara,2022-10-27,3.7,231,2105.89
389,Kismat Desai,2022-09-12,3.96,498,4785.78
390,Reyansh Guha,2022-11-23,3.14,251,1849.65
391,Zoya Som,2022-08-16,3.39,390,1145.48
392,Urvi Edwin,2023-06-22,4.85,65,3234.08
393,Yuvaan Ghose,2022-10-22,3.33,319,1490.59
394,Ela Sridhar,2023-06-06,4.71,348,3572.34
395,Damini Wali,2022-11-17,3.41,174,1337.22
396,Lavanya Dube,2022-09-21,3.07,196,2833.55
397,Amani Krishnan,2023-12-02,4.32,453,1904.86
398,Anaya Ganguly,2022-12-23,4.75,356,1245.2
399,Manjari Bal,2023-07-17,4.11,141,843.89
400,Kartik Goswami,2023-05-20,3.97,399,3148.48
401,Veer Dar,2023-03-02,4.84,335,2111.74
402,Alisha Ghose,2023-06-08,4.46,60,2918.68
403,Nirvaan Butala,2022-10-21,4.47,147,1790.94
404,Indrajit Ghose,2023-05-18,4.68,102,1793.05
405,Heer Varty,2023-06-06,4.17,424,3255.17
406,Eshani Dasgupta,2022-08-18,3.69,415,1684.07
407,Anvi Saxena,2022-11-19,4.98,103,3372.68
408,Rohan Shenoy,2023-05-15,3.2,122,2105.77
409,Diya Goswami,2023-01-02,3.1,388,4617.8
410,Shaan Buch,2022-07-10,4.58,312,2782.93
411,Krish Tandon,2023-06-30,4.95,479,4046.26
412,Divyansh Kale,2023-02-01,4.75,121,1857.51
413,Aniruddh Suri,2022-08-20,3.53,410,4624.22
414,Indrans Dugar,2022-12-13,4.7,444,3191.24
415,Nirvi Kala,2022-08-17,3.68,169,1994.12
416,Miraan Sarna,2023-09-02,3.02,254,3152.12
417,Tiya Ramaswamy,2023-05-18,4.65,282,661.71
418,Shaan Salvi,2023-07-08,4.83,443,4335.7
419,Raghav Sura,2022-08-23,4.39,165,4535.42
420,Zara Rajagopal,2023-05-17,3.36,336,2449.78
421,Aarush Gupta,2022-11-26,3.96,367,1831.02
422,Ivana Khurana,2022-06-10,4.55,262,2354.27
423,Rohan Karpe,2023-05-26,3.39,409,4666.18
424,Taran Madan,2023-06-26,4.12,500,1325.64
425,Saanvi Shah,2022-10-17,3,341,4759.55
426,Stuvan Vora,2022-07-12,4.61,270,1579.55
427,Ayesha Sahota,2022-03-09,4.12,386,1379.12
428,Farhan Balay,2023-07-03,3.23,495,1785.63
429,Suhana Boase,2023-08-03,4.83,170,1569.72
430,Shray Atwal,2022-02-11,4.68,91,906.58
431,Saira Hari,2023-07-02,4.37,199,3764.9
432,Pihu Sampath,2023-03-20,3.26,134,2418.99
433,Jayant Virk,2022-10-25,4.8,257,2642.44
434,Anahita Kalla,2023-04-05,4.6,498,2377.47
435,Pari Mallick,2022-12-25,3.43,105,3268.99
436,Suhana Behl,2023-12-03,3.19,248,2848.47
437,Nirvaan Bhatti,2023-05-31,4.69,380,1825.95
438,Mohanlal Lanka,2023-12-07,4.29,64,4043.73
439,Miraan Hora,2023-06-04,4.65,233,841.2
440,Aayush Srinivasan,2022-09-09,4.77,87,711.17
441,Farhan Batta,2023-03-23,3.7,400,557.18
442,Indrajit Varkey,2023-03-27,4.42,498,3342.07
443,Kismat Sawhney,2022-09-20,4.14,440,775.18
444,Priyansh Suresh,2022-12-23,4.77,188,2196.64
445,Manikya Deep,2023-03-28,4.13,279,1336.54
446,Nehmat Chahal,2022-11-08,4.14,433,4570.18
447,Ela Korpal,2023-02-18,3.51,339,3281.71
448,Vaibhav Sodhi,2023-07-03,3.95,350,2731.12
449,Keya Vohra,2023-07-21,3.38,446,1313.37
450,Ayesha Anand,2023-02-24,4.45,95,1846.17
451,Amira Bhardwaj,2023-03-01,3.68,79,4285.89
452,Raghav Choudhary,2022-09-15,3.36,63,2928.14
453,Tarini Chaudhuri,2022-08-20,4.84,271,712.6
454,Hiran Rege,2022-09-27,4.15,178,4654.52
455,Tushar Bhatti,2023-07-03,4.92,439,4633
456,Lakshit Anne,2023-03-07,4.85,181,3723.09
457,Nirvi Boase,2023-03-07,3.33,480,4598
458,Indrajit Bhatti,2023-06-06,3.31,412,1295.73
459,Kiaan Grover,2023-06-03,3.19,177,902.08
460,Shalv Raj,2022-09-25,3.57,183,2497.55
461,Amani Sur,2023-05-14,4.06,457,3449.27
462,Kanav Dhar,2023-05-31,4.28,270,768.48
463,Mahika Kapoor,2022-12-14,3.96,99,1004.66
464,Umang Kumar,2023-07-20,4.59,231,3409.21
465,Umang Contractor,2022-09-30,3.89,276,3212.53
466,Kiara Yohannan,2022-11-27,3.11,151,1300.87
467,Amani Khare,2022-12-25,3.05,498,1006.48
468,Ayesha Suresh,2023-05-19,4.36,333,4509.57
469,Adira Srivastava,2023-01-20,3.75,125,4453.54
470,Kimaya Cheema,2023-12-02,4.61,454,4770.57
471,Yasmin Butala,2023-10-03,3.12,323,4581.91
472,Pranay Batta,2023-11-07,4.64,307,2344.29
473,Vivaan Kota,2022-09-27,3.28,318,1712.21
474,Divit Rau,2022-07-12,3.05,233,1435.01
475,Tushar Chaudhry,2022-10-21,4.5,411,4733.06
476,Aarush Sankaran,2023-02-13,4.2,97,1483.44
477,Dharmajan Kala,2022-11-19,4.83,390,4981.45
478,Aarush Kala,2022-11-12,4.74,385,3183.85
479,Parinaaz Garg,2022-08-25,3.4,182,670.98
480,Mohanlal Sankar,2022-10-30,3.49,300,3550.52
481,Prerak Karpe,2022-08-09,4,446,3991.35
482,Bhavin Seth,2023-04-30,4.96,374,1654.18
483,Nakul Ganesan,2022-12-08,4.75,468,1291.99
484,Romil Dugar,2022-11-14,4.67,475,1285.02
485,Indranil Rastogi,2022-06-10,3.08,212,3644.9
486,Ryan Singhal,2023-06-28,4.14,361,4583.07
487,Dhruv Borde,2023-02-20,3.61,404,912.37
488,Heer Mall,2022-11-14,3.18,477,1998.9
489,Seher Gola,2022-07-11,4.17,126,3057.55
490,Himmat Rajagopal,2023-02-28,4.52,213,4592.65
491,Shaan Bava,2022-03-11,4.82,498,2601.69
492,Elakshi Sarraf,2022-10-31,3.25,344,4930.69
493,Rhea Arora,2022-01-12,4.85,373,1883.41
494,Taimur Sengupta,2022-08-23,4.37,250,1108.97
495,Rania Ramachandran,2023-10-05,3.98,110,982.63
496,Shlok Mandal,2022-10-26,4.73,337,3981.07
497,Riya Chaudhry,2022-12-10,3.47,299,2988.54
498,Yasmin Majumdar,2023-11-07,3.3,288,3603.11
499,Yuvraj  Ram,2022-12-28,3.9,256,4229.77
500,Rasha Dutta,2022-12-19,3.84,359,4127.34
501,Saksham Contractor,2023-02-19,3.82,188,4604.27
502,Hunar Zacharia,2023-01-26,4.27,209,1590.34
503,Advika Deshpande,2023-01-08,3.26,259,1305.17
504,Kaira Cherian,2022-09-15,3.02,178,4163.6
505,Neelofar Shankar,2023-02-22,4.91,309,526.63
506,Samarth Loke,2023-06-04,4.64,361,1105.8
507,Anahita Wable,2023-03-05,4.3,449,4653.76
508,Kashvi Warrior,2023-05-21,4.96,379,2262.1
509,Lagan Ben,2023-04-24,4.51,94,2662.64
510,Pari Bhagat,2022-06-12,3.87,204,1019.25
511,Advika Kannan,2023-11-04,4.95,441,4181.28
512,Indrajit Varma,2023-03-03,3.36,157,2035.34
513,Heer Bir,2023-04-18,3.89,290,880.04
514,Uthkarsh Cherian,2022-01-09,3.87,322,3952.6
515,Stuvan Saran,2022-12-14,4.04,99,1236.32
516,Anvi Ravel,2023-04-30,4.43,62,4465.88
517,Mannat Shukla,2022-12-10,3.32,127,4303.82
518,Chirag Mandal,2022-09-26,4.09,159,3297.78
519,Renee Chaudry,2022-09-23,4.71,411,2380.6
520,Rati Sahni,2022-12-18,4.15,152,4473.04
521,Vaibhav Soman,2022-12-25,4,153,578.87
522,Sara Sharma,2023-09-03,3.87,459,3490.93
523,Shamik Varughese,2023-03-08,3.41,386,2859.47
524,Nirvaan Balay,2022-09-09,3.73,52,569.42
525,Uthkarsh De,2023-07-26,4.33,314,2675.99
526,Kiara Comar,2023-05-06,4.8,428,4312.53
527,Rasha Shankar,2023-04-18,3.63,236,2438.65
528,Ela Anne,2022-08-26,4.22,409,4922.68
529,Jiya Sangha,2023-04-29,3.32,355,1109.02
530,Sana Sura,2022-05-11,4.42,54,4160.71
531,Indrans Baria,2022-08-16,3.88,399,2486.33
532,Nirvi Sarna,2022-09-30,4.51,358,1812.72
533,Arhaan Kumer,2022-08-18,4.78,447,3946.37
534,Shalv Dutt,2023-04-04,3.65,66,2427.62
535,Gatik Ravel,2022-11-28,3.27,63,3409.18
536,Tarini Char,2022-09-28,4.96,246,3508.68
537,Alisha Gopal,2022-12-17,3.69,178,2379.87
538,Vedika Dhar,2023-01-24,3.67,250,1801.29
539,Aradhya Kapoor,2023-05-21,4.04,233,2248.12
540,Sana Sodhi,2023-06-25,3.77,252,4748.89
541,Amira Shere,2022-02-12,4.06,209,1299.48
542,Hrishita Khatri,2022-09-09,3.16,280,4073.3
543,Keya Saini,2022-03-10,3.36,306,4742.87
544,Veer Sharma,2023-07-28,4.41,134,3350.12
545,Hunar Vora,2022-09-24,4.54,358,1748.65
546,Sara Chaudhry,2022-07-10,4.91,304,3583.09
547,Siya Chandran,2022-09-26,3.48,377,899.05
548,Aaryahi Venkatesh,2022-11-10,3.37,137,2497.98
549,Vihaan Dar,2023-02-16,4.69,205,1321.44
550,Elakshi Devi,2023-07-04,4.35,111,4383.82
551,Vidur Dalal,2022-12-22,4.89,365,4846.42
552,Nishith Kala,2022-11-23,4.21,360,1880.86
553,Krish Lad,2023-02-02,4.95,206,4889.93
554,Adira Keer,2022-03-12,3.26,473,3274.49
555,Priyansh Bora,2023-02-07,3.2,310,2831.26
556,Ira Gara,2023-07-30,3.91,160,3383.72
557,Renee Singh,2022-09-09,4.44,431,2568.57
558,Yakshit Savant,2022-07-11,4.35,195,1377.87
559,Sahil Luthra,2022-08-28,4.66,98,4023.6
560,Samar Badal,2022-08-30,4.78,213,3084.94
561,Parinaaz Rama,2023-04-20,3.95,134,614.8
562,Drishya Dugar,2023-07-17,4.87,370,4569.31
563,Dharmajan Tara,2023-05-08,4.46,225,2990.48
564,Arhaan Sane,2023-07-13,3.7,103,2870.91
565,Heer Bhatnagar,2023-07-27,3.06,254,1129.37
566,Divit Dayal,2023-01-15,4.21,367,1633.35
567,Chirag Luthra,2022-12-30,4.4,179,3710.88
568,Pari Chaudhary,2023-02-27,4.84,353,3808.1
569,Aayush Sur,2022-10-26,4.3,200,1546.96
570,Yuvaan Shukla,2022-05-10,3.18,98,1750.93
571,Alisha Khatri,2022-10-20,3.37,383,2914.43
572,Amira Raju,2023-02-26,4.19,349,2386.34
573,Misha Vala,2023-10-02,4.17,334,4548.62
574,Yashvi Kapadia,2022-09-19,3.33,411,2420.18
575,Advik Khanna,2023-05-20,4.21,189,2710.74
576,Darshit Majumdar,2023-02-03,4.83,282,4974.01
577,Onkar Saini,2023-11-06,3.36,329,2382.26
578,Amira Rau,2022-09-27,3.13,458,4196.23
579,Jayant Dasgupta,2023-06-26,3.63,70,4412.22
580,Jivin Suri,2023-02-07,4.92,419,2864.99
581,Dhanush Raju,2022-10-29,4.2,66,1554
582,Vritika Bail,2023-04-15,4.11,440,3968.93
