passenger_id,passenger_name,signup_date,total_rides,total_spent,rating
325,Samar Sarraf,2022-11-26,80,1506.86,4.09
326,Gatik Lala,2023-05-22,62,1473.27,4.11
327,Mehul Mani,2022-11-08,66,1058.45,3.83
328,Indrans Choudhury,2022-10-10,24,103.49,4.71
329,Shaan Sheth,2023-06-14,91,341.13,4.58
330,Zain Dutt,2023-08-03,90,1701.20,3.05
331,Alisha Khurana,2023-05-13,17,830.75,4.10
332,Rhea Vig,2022-09-13,32,284.08,3.11
333,Raunak Agarwal,2022-03-10,95,1755.47,3.94
334,Lagan Sanghvi,2023-03-06,54,259.67,3.56
335,Farhan Malhotra,2023-04-16,100,1287.67,3.68
336,Dishani Arya,2023-04-06,16,671.62,4.69
337,Raghav Rajan,2023-03-16,13,423.83,4.15
338,Umang Mand,2023-05-02,66,1734.89,4.13
339,Tejas Varughese,2022-09-30,89,165.65,4.60
340,Neelofar Sibal,2023-05-21,91,662.18,3.80
341,Urvi Bansal,2022-07-10,28,1353.96,4.93
342,Jivin Lanka,2022-01-09,18,713.74,3.75
343,Zoya Karan,2023-08-03,36,1287.07,3.27
344,Samarth Chowdhury,2023-08-05,45,586.24,4.37
345,Miraan Sandal,2022-06-11,12,1275.66,3.64
346,Suhana Sankar,2023-04-26,99,162.98,4.76
347,Nitya Dhingra,2023-02-17,80,1132.96,3.66
348,Rhea Chana,2022-08-13,64,367.73,4.93
349,Kiaan Comar,2023-01-06,37,1254.99,4.94
350,Amani Master,2022-12-24,98,755.14,3.22
351,Anaya Dhar,2023-03-19,45,454.66,4.62
352,Jayesh Agrawal,2023-04-26,69,1185.69,3.10
353,Lavanya Kumer,2022-08-13,41,785.06,3.59
354,Rati Gade,2022-12-21,12,999.03,4.72
355,Anaya Doctor,2023-06-25,21,998.98,3.47
356,Damini Dewan,2022-12-15,76,107.76,3.05
357,Riaan Sagar,2023-01-27,40,717.51,4.30
358,Tiya Lala,2022-09-16,87,1351.40,4.77
359,Zain Seshadri,2022-06-11,84,1183.35,3.16
360,Neysa Iyengar,2022-09-27,78,1853.44,4.05
361,Lakshit Gandhi,2022-10-09,34,1205.96,3.37
362,Himmat Ramaswamy,2022-08-10,81,1966.41,4.13
363,Indrajit Grover,2023-03-01,38,1180.65,3.07
364,Aarna Rout,2023-06-16,96,321.92,3.82
365,Aarav Luthra,2023-04-24,94,925.57,4.23
366,Raghav Divan,2022-09-27,93,750.38,4.14
367,Ira Kunda,2023-04-22,40,561.23,4.29
368,Hunar Mannan,2022-12-17,58,988.76,4.50
369,Mahika Talwar,2023-10-03,89,881.51,4.02
370,Shlok Deep,2023-02-18,61,1189.85,3.39
371,Amani Kohli,2023-06-25,96,1310.25,3.18
372,Madhav Khurana,2022-10-10,60,1913.02,3.99
373,Kashvi Ghose,2023-01-06,87,1180.83,3.36
374,Saira Ramanathan,2023-02-20,48,138.46,4.64
375,Vardaniya Ramanathan,2023-05-15,41,274.18,4.81
376,Taran Talwar,2023-04-22,97,609.77,3.09
377,Zeeshan Kari,2022-09-19,60,1929.04,3.48
378,Hansh Gupta,2022-12-30,11,1436.99,3.77
379,Saira Kala,2023-05-31,83,1728.34,4.00
380,Samiha Mandal,2023-03-06,96,261.25,4.85
381,Ehsaan Chaudhuri,2022-08-25,45,851.53,3.29
382,Siya Chandra,2023-09-03,60,991.71,4.73
383,Ojas Khatri,2022-08-16,58,493.26,3.61
384,Yuvaan Ratta,2023-03-02,25,1934.64,3.92
385,Uthkarsh Sachdeva,2022-12-26,43,1928.04,4.63
386,Raghav Sem,2023-02-06,53,1916.41,4.91
387,Aaryahi Chakrabarti,2022-06-11,90,1796.00,4.40
388,Farhan Sheth,2023-10-01,42,1510.39,3.54
389,Zara Biswas,2022-04-11,21,1474.30,3.02
390,Vedika Desai,2022-08-14,66,922.05,4.27
391,Pari Grover,2022-09-28,13,1681.52,3.40
392,Anay Sampath,2023-04-05,74,1378.22,3.17
393,Siya Karnik,2023-08-03,10,1935.98,4.42
394,Lavanya Sandhu,2023-02-24,91,1750.39,4.46
395,Samaira Varghese,2023-08-02,95,1840.45,4.62
396,Indrajit Bajwa,2023-04-20,42,1784.66,4.77
397,Zaina Sule,2023-03-20,69,157.89,3.63
398,Rati Taneja,2023-03-19,23,1724.70,3.47
399,Siya Soman,2022-01-12,29,390.37,4.29
400,Aarush Chandran,2022-11-19,58,218.91,3.46
401,Hazel Johal,2022-12-09,24,1352.59,3.75
402,Riya Golla,2022-12-18,27,515.84,4.90
403,Sumer Bandi,2023-11-04,61,1283.78,4.67
404,Ryan Deshpande,2023-01-31,71,1205.05,3.82
405,Madhup Lata,2023-04-20,49,448.35,4.80
406,Nishith Manda,2023-06-21,67,807.67,4.07
407,Ishaan Dass,2023-02-16,43,1556.73,4.17
408,Vihaan Khare,2022-12-20,33,1158.45,4.49
409,Shamik Deep,2023-03-01,38,1993.29,3.73
410,Bhavin Issac,2022-10-29,16,1323.55,4.84
411,Charvi Kaur,2023-05-13,73,816.72,4.47
412,Advik Hegde,2022-07-11,51,936.03,4.55
413,Samaira Butala,2023-02-07,85,1063.47,3.15
414,Vivaan Khalsa,2023-03-29,94,1915.29,4.48
415,Azad Wali,2023-04-24,88,1383.23,3.65
416,Parinaaz Vohra,2023-01-31,23,1570.79,3.82
417,Anahi Shere,2023-01-04,44,1090.42,3.80
418,Farhan Kuruvilla,2023-06-28,83,1270.88,3.47
419,Rasha Bains,2023-02-26,88,823.33,4.93
420,Lakshay Bhatia,2023-05-31,90,241.63,4.88
421,Yuvaan Wali,2022-10-10,85,1685.84,4.60
422,Anaya Butala,2023-05-26,54,1953.87,3.14
423,Taimur Krish,2022-10-29,29,1853.49,4.72
424,Kismat Ramachandran,2022-08-29,31,1594.89,4.29
425,Advika Bhandari,2022-11-29,38,1638.88,3.97
426,Yakshit Walla,2023-02-03,96,688.83,3.11
427,Neelofar Ramakrishnan,2022-12-25,97,1163.13,4.20
428,Samarth Bajwa,2023-02-24,57,198.90,4.68
429,Fateh Chad,2022-10-13,45,1496.61,3.47
430,Parinaaz Kulkarni,2022-04-10,46,1979.75,3.01
431,Madhav Devi,2022-02-12,30,1433.45,4.06
432,Taran Dube,2023-02-19,99,1159.50,4.37
433,Eva Kumar,2023-03-02,83,1964.26,4.88
434,Neysa Chhabra,2022-12-12,66,1603.95,3.71
435,Reyansh Divan,2023-04-03,61,1132.29,3.34
436,Vardaniya Sanghvi,2023-12-04,34,175.96,3.34
437,Taimur Dua,2023-09-06,15,137.00,3.44
438,Lakshay Bath,2022-01-10,95,1759.28,3.36
439,Saksham Sibal,2023-05-06,36,347.21,4.40
440,Trisha Datta,2022-12-09,29,1746.33,4.58
441,Zain Dewan,2023-07-03,87,125.29,3.54
442,Biju Deshmukh,2023-04-06,51,118.13,4.38
443,Tushar Kothari,2023-11-01,29,1951.86,3.38
444,Krish Sarkar,2022-08-16,28,102.61,4.14
445,Ojas Choudhury,2023-02-14,67,1570.82,4.36
446,Samiha Subramaniam,2023-01-01,96,327.47,4.44
447,Farhan Gopal,2023-09-04,16,921.41,3.37
448,Prisha Mangat,2022-05-11,37,1234.92,3.31
449,Ojas Kant,2023-04-24,18,376.95,3.52
450,Rhea Trivedi,2023-06-15,27,1964.61,4.01
451,Priyansh Jhaveri,2023-09-06,79,250.18,4.97
452,Hrishita Luthra,2023-07-06,58,521.46,3.54
453,Nirvaan Krish,2022-11-24,49,1825.39,3.47
454,Ojas Sarna,2023-01-14,34,1339.27,4.03
455,Ishita Arya,2022-11-14,86,1626.05,4.74
456,Kaira Lad,2023-07-03,49,1572.47,3.91
457,Yakshit Atwal,2022-09-12,67,1418.76,4.71
458,Renee Jani,2022-11-28,47,939.84,4.79
459,Mamooty Hans,2023-06-25,52,363.62,3.92
460,Anya Dhar,2023-05-02,96,893.63,4.30
461,Nirvi Dalal,2022-12-27,15,244.79,4.75
462,Seher Kunda,2022-11-14,96,1826.73,3.83
463,Ivan Varughese,2023-02-20,86,522.48,4.83
464,Farhan Kalita,2023-01-15,68,1750.97,4.18
465,Hridaan Sama,2023-06-06,71,1876.24,3.43
466,Divit Dass,2023-11-03,85,1807.81,3.55
467,Vardaniya Deo,2022-08-16,68,1039.87,4.39
468,Urvi Jayaraman,2023-01-28,26,119.48,4.18
469,Amira Goda,2023-10-04,45,693.74,5.00
470,Kiaan Iyengar,2022-01-12,88,849.91,3.93
471,Saksham Ray,2023-07-03,41,1435.66,3.05
472,Prisha Dara,2022-08-22,93,648.38,4.79
473,Misha Comar,2022-10-17,48,1462.35,3.82
474,Badal Krishna,2023-06-04,53,1105.85,3.35
475,Anahita Kale,2023-01-20,46,1817.30,3.86
476,Ranbir Ramachandran,2022-06-10,29,1352.90,3.95
477,Saksham Malhotra,2023-02-15,20,1551.00,3.04
478,Baiju Sankar,2023-03-24,58,646.45,3.58
479,Rohan Sinha,2023-02-04,83,1645.99,3.48
480,Sumer Kakar,2023-01-03,36,1836.77,4.73
481,Anahita Bhagat,2023-03-21,12,550.54,4.04
482,Onkar Shanker,2022-10-29,12,1299.24,4.89
483,Mohanlal Sunder,2023-04-24,27,1926.86,4.22
484,Shanaya Dass,2023-09-01,22,194.26,3.21
485,Tara Shankar,2022-09-16,69,1055.29,3.46
486,Ivana Borra,2023-04-15,98,753.20,3.36
487,Yuvaan Sani,2023-08-04,51,208.55,3.15
488,Kiaan Banerjee,2023-03-02,82,585.88,3.73
489,Yuvraj  Borra,2023-09-07,96,915.15,3.14
490,Neysa Das,2022-07-11,53,325.09,4.85
491,Mishti Kunda,2023-06-13,36,1667.14,3.32
492,Anya Swamy,2022-07-09,41,1501.54,4.03
493,Tushar Mahal,2022-11-21,19,293.96,4.53
494,Veer Chad,2023-06-04,58,1542.97,4.82
495,Chirag Dara,2023-02-03,50,1146.93,4.02
496,Lakshay Bala,2022-08-27,58,839.29,3.67
497,Zara Sane,2023-05-03,83,1318.20,3.13
498,Rasha Ramesh,2023-02-18,67,259.67,3.59
499,Anvi Verma,2022-09-10,76,1673.15,4.13
500,Shamik Sha,2023-03-03,31,1770.56,3.92
501,Kiaan Ravi,2023-01-13,51,1931.54,3.78
502,Kiaan Sant,2022-09-24,89,584.95,3.99
503,Parinaaz Bassi,2022-12-18,49,105.93,3.74
504,Nakul Kulkarni,2023-05-17,98,1277.88,4.45
505,Darshit Gera,2023-09-02,81,727.11,4.83
506,Aaina Deshmukh,2022-11-21,75,248.58,3.74
507,Faiyaz Suresh,2022-04-12,82,1025.26,3.13
508,Baiju Bhatnagar,2022-09-17,76,1260.99,3.24
509,Inaaya  Dara,2023-10-07,95,952.65,3.38
510,Elakshi Sabharwal,2022-12-08,87,427.54,4.18
511,Samaira Keer,2022-09-22,18,1480.64,3.67
512,Jivin Kurian,2023-12-06,55,506.41,3.38
513,Jayesh Venkataraman,2023-05-31,94,1791.09,4.76
514,Dishani Dani,2023-06-22,52,793.62,3.50
515,Manjari Loke,2022-01-11,34,1726.86,4.10
516,Ayesha Ramanathan,2023-03-25,74,1172.72,3.26
517,Aaryahi Thakur,2022-04-12,89,404.02,4.40
518,Ivana Lala,2023-02-07,23,1654.27,4.77
519,Shamik Viswanathan,2023-04-15,37,744.88,3.34
520,Manikya Dugar,2023-06-16,94,1966.93,3.95
521,Miraan Kant,2023-03-04,60,1066.27,3.36
522,Dhanuk Mangat,2023-03-19,11,175.72,4.39
523,Romil Sanghvi,2022-10-28,65,1125.75,4.01
524,Zaina Dash,2022-09-22,90,972.20,4.32
525,Aarush Zachariah,2023-06-30,52,860.91,4.33
526,Akarsh Divan,2023-05-19,81,437.68,4.95
527,Zara Kuruvilla,2023-06-28,55,1999.36,3.69
528,Kartik Walia,2023-01-18,89,1740.38,4.10
529,Myra Chakrabarti,2022-09-28,75,926.11,3.59
530,Amani Sinha,2023-02-15,92,189.87,4.56
531,Nitara Sahota,2022-11-09,98,1507.46,3.84
532,Chirag Bhattacharyya,2022-08-15,83,1056.86,3.00
533,Urvi Krishnamurthy,2022-11-20,90,773.64,3.95
534,Divit Chaudhari,2022-09-22,16,1644.55,3.72
535,Hansh Soman,2022-11-11,69,676.84,3.92
536,Eshani Tak,2023-02-03,47,257.53,3.96
537,Manjari Baria,2022-05-09,44,452.58,4.44
538,Rhea Apte,2023-04-23,31,833.25,3.96
539,Samaira Amble,2023-09-07,59,1460.79,4.94
540,Misha Chaudhry,2022-05-10,37,1480.82,4.78
541,Eshani Khalsa,2022-12-19,84,397.24,3.81
542,Tiya Dhingra,2023-11-07,16,190.02,4.20
543,Kavya Ram,2023-05-22,29,1331.83,4.08
544,Kaira Zachariah,2023-01-24,66,1145.24,3.51
545,Indrans Gera,2023-08-06,34,1754.35,4.76
546,Himmat Dutt,2023-04-27,53,1574.65,3.50
547,Biju Thakkar,2022-08-28,91,1690.97,4.56
548,Elakshi Thakkar,2022-12-27,55,1717.08,4.69
549,Tejas Gade,2022-08-10,46,593.56,4.85
550,Navya Sarin,2023-09-03,92,1148.60,4.23
551,Chirag Kapadia,2023-04-29,90,1782.28,4.09
552,Jayant Setty,2022-11-16,96,1598.91,4.36
553,Romil Srinivasan,2022-08-31,96,1887.85,3.69
554,Adira Wadhwa,2023-06-27,45,420.62,4.05
555,Lakshit Chatterjee,2022-08-10,44,1036.83,4.65
556,Rhea Bhagat,2022-12-23,87,1747.61,3.97
557,Jayant Ahuja,2023-06-03,82,1153.01,3.39
558,Mishti Sangha,2023-02-07,63,1522.33,3.59
559,Advik Sastry,2023-02-17,91,542.99,3.99
560,Nirvi Sheth,2023-02-16,86,413.03,4.88
561,Saira Uppal,2022-01-09,59,1879.84,4.99
562,Nakul Roy,2022-11-25,14,745.02,4.95
563,Umang Savant,2022-04-12,12,259.15,4.14
564,Bhamini Banik,2023-05-27,69,730.35,3.93
565,Diya Mangal,2023-01-14,44,333.16,4.41
566,Ojas Krish,2023-05-02,98,202.41,4.24
567,Kanav Chander,2022-09-27,92,1283.79,3.88
568,Darshit Kapur,2022-06-10,98,1037.12,4.45
569,Darshit Gopal,2023-03-28,23,918.88,3.48
570,Kanav Bhakta,2022-09-14,84,1715.78,3.31
571,Ranbir Shankar,2022-01-12,66,1993.63,3.17
572,Damini Sura,2022-09-18,30,835.54,3.07
573,Mohanlal Ahuja,2022-12-08,58,512.69,3.29
574,Anay Doshi,2022-11-21,50,367.03,4.43
575,Taran Dugar,2022-12-27,94,792.02,3.34
576,Aniruddh Sarin,2023-05-28,92,398.28,4.80
577,Azad Khurana,2023-06-25,59,1436.94,4.85
578,Aayush Khosla,2023-02-06,62,880.05,3.43
579,Zara Khatri,2023-02-20,81,1138.88,4.59
580,Rania Chaudhuri,2023-06-20,18,1810.12,3.70
581,Prerak Baral,2023-10-03,38,274.19,4.88
582,Ranbir Dhillon,2023-05-17,21,469.32,4.91
583,Dhruv Chopra,2023-03-23,18,1971.70,3.62
584,Trisha Bajwa,2023-10-03,21,406.35,3.10
585,Misha Shroff,2022-12-26,63,949.04,3.12
586,Ishaan Chana,2022-12-14,33,1973.43,3.76
587,Stuvan Gola,2023-05-20,10,785.08,3.73
588,Miraan Bava,2023-04-04,56,915.37,4.94
589,Anya Sarraf,2023-04-23,73,1905.79,3.07
590,Charvi Shroff,2023-04-03,16,308.40,4.70
591,Vritika Lalla,2023-05-03,24,1659.77,4.64
592,Tiya Deo,2023-04-04,99,369.48,4.48
593,Damini Rastogi,2023-04-20,77,1316.37,4.45
594,Yuvraj  Kalita,2023-06-05,70,1014.99,3.28
595,Nakul Devi,2022-12-20,92,112.26,4.59
596,Anaya Doctor,2022-03-09,62,1040.35,3.89
597,Yashvi Brar,2023-08-05,23,1998.11,4.97
598,Badal Loke,2023-03-29,64,1939.88,3.23
599,Mamooty Sodhi,2023-05-27,65,296.30,3.61
600,Aaina Kibe,2022-12-12,78,1740.03,3.25
601,Ayesha Khurana,2022-03-12,33,293.78,3.64
602,Biju Doshi,2023-03-25,16,1207.43,4.08
603,Uthkarsh Raj,2022-09-18,82,1151.17,3.43
604,Mannat Hans,2023-02-20,35,1773.68,4.33
605,Yasmin Dara,2022-10-27,29,991.78,4.16
606,Aaryahi Bal,2023-05-19,15,851.28,3.44
607,Ojas Goyal,2023-03-19,37,1469.18,3.03
608,Darshit Deep,2022-11-22,45,375.65,3.28
609,Rohan Sibal,2023-03-15,82,1565.91,4.28
610,Uthkarsh Golla,2022-09-10,26,1453.22,5.00
611,Amira Goda,2023-01-06,58,1252.83,3.35
612,Samiha Sha,2022-11-20,45,425.59,3.48
613,Jhanvi Jaggi,2023-04-20,13,1085.42,4.82
614,Fateh Doshi,2022-09-10,26,414.55,4.04
615,Mannat Swaminathan,2023-01-30,55,456.14,4.88
616,Jiya Zachariah,2023-08-06,18,1503.80,4.49
617,Jayan Arora,2023-05-14,40,1932.26,3.63
618,Vardaniya Brahmbhatt,2023-04-22,68,501.06,4.77
619,Anahita Raju,2022-12-24,25,762.00,4.34
620,Renee Soni,2023-06-05,19,1103.28,4.48
621,Gokul Ratti,2022-12-28,89,705.18,3.20
622,Yuvraj  Bhandari,2022-11-09,93,1681.38,4.64
623,Prisha Dass,2023-06-05,97,1888.57,3.21
624,Devansh Kari,2022-10-30,31,838.18,3.56
625,Ayesha Raj,2023-03-17,15,1310.12,3.88
626,Kashvi Savant,2022-09-26,40,1047.07,4.98
627,Stuvan Deol,2023-03-29,49,737.70,4.68
628,Renee Sinha,2023-08-01,77,1607.76,3.39
629,Bhavin Bains,2022-08-22,28,1121.68,3.51
630,Aradhya Sachdev,2023-01-16,68,917.94,4.07
631,Anvi Mangat,2023-11-03,96,693.78,4.10
632,Onkar Mannan,2023-02-21,37,1821.53,3.82
633,Advik Roy,2023-01-03,12,1169.30,4.57
634,Ira Devi,2022-09-20,78,1457.27,3.60
635,Kaira Shukla,2023-06-02,44,309.18,3.99
636,Riya Ben,2023-04-17,74,1992.36,4.19
637,Ivana Gera,2023-01-30,26,1320.54,4.61
638,Navya Sami,2023-06-30,50,1001.58,3.35
639,Manjari Dhaliwal,2023-05-05,72,362.53,4.69
640,Chirag Ramanathan,2022-07-10,99,164.20,3.67
641,Miraya Krishnamurthy,2023-02-23,29,1803.02,4.37
642,Arnav Sahota,2023-05-26,31,1793.10,3.53
643,Rasha Datta,2023-03-28,72,1259.75,3.92
644,Navya Shroff,2022-12-31,41,1489.78,4.24
645,Himmat Bandi,2022-02-10,52,1762.31,4.60
646,Shayak Lal,2023-03-19,96,298.13,3.71
647,Drishya Luthra,2023-04-17,93,1288.67,3.03
648,Akarsh Baral,2023-05-03,100,987.27,3.61
649,Taran Gour,2023-03-16,53,829.86,4.78
650,Piya Tak,2022-03-10,78,1828.40,3.31
651,Seher Date,2023-06-23,54,117.76,3.53
652,Ivana Mannan,2022-08-26,25,1853.11,3.74
653,Taimur Hegde,2023-05-17,80,422.35,3.96
654,Saanvi Ramakrishnan,2023-11-07,97,1556.72,3.88
655,Inaaya  Mann,2023-01-19,99,1283.79,4.72
656,Anay Choudhury,2022-09-16,92,1700.38,4.04
657,Miraan Dhingra,2023-06-17,82,756.73,4.63
658,Zoya Mander,2022-12-26,13,576.88,4.30
659,Yasmin Anand,2023-06-22,12,1255.24,4.52
660,Myra Chaudhary,2022-08-27,90,1301.41,3.05
661,Taran Ghosh,2023-11-06,12,387.95,3.65
662,Ira Sharma,2022-08-19,90,906.01,4.58
663,Saanvi Bath,2022-09-14,20,1342.24,4.06
664,Jayan Soman,2023-03-30,14,700.58,3.96
665,Ojas Banik,2022-12-24,43,749.05,4.69
666,Anaya Dara,2022-11-16,60,274.13,3.02
667,Nitya Chada,2022-10-27,55,1652.68,4.47
668,Sahil Buch,2023-03-25,20,692.45,3.85
669,Aradhya Vora,2023-04-03,48,1494.20,3.50
670,Piya Sinha,2022-09-27,37,1193.87,4.29
671,Tarini Chawla,2022-11-21,81,1240.68,3.75
672,Kiaan Madan,2022-08-17,15,763.33,4.65
673,Vihaan Kota,2022-12-27,91,975.56,3.42
674,Neelofar Deo,2022-09-18,45,1882.25,4.59
675,Yuvraj  Dora,2023-02-07,30,176.89,3.60
676,Jivin Anand,2022-09-25,65,1807.33,4.44
677,Gokul Bir,2023-01-01,83,1409.98,3.57
678,Saanvi Soman,2023-01-02,74,826.45,3.84
679,Damini Kakar,2023-03-21,36,666.55,4.89
680,Mohanlal Yadav,2023-06-27,13,1593.10,4.64
681,Divit Bhatnagar,2023-02-27,48,565.13,4.80
682,Jivin Bhasin,2023-06-27,45,1487.72,3.05
683,Shamik Tak,2023-06-07,69,1120.87,4.54
684,Siya Bala,2023-03-01,20,308.24,3.62
685,Ranbir Lanka,2023-06-24,43,318.34,4.65
686,Yuvraj  Dugal,2023-03-06,32,1704.02,4.86
